,Subject_id,Number of EEG channels,EEG channel names,Sampling frequency
185,Z1430-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
186,A1377-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
187,A1377-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
188,Z1431-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
189,A1379-N1_Stade_COMPLET_RC_1.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
190,A1379-N1_Stade_COMPLET_RC_2.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
191,Z1634-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
192,A1379-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
193,A1382-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
194,Z1635-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
195,A1383-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
196,A1384-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
197,Z1636-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
198,A1384-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
199,A1388-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
200,Z1638-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
201,A1389-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
202,A1389-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
203,Z1639-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
204,A1390-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
205,A1393-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
206,Z1640-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
207,A1395-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG3, EMG EMG1, EMG EMG2, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
208,A1395-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
209,Z1641-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
210,A1398-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
211,A1398-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
212,Z1643-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
213,A13100-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
214,A13101-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
215,Z1644-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG Pz, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
216,A13101-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
217,A13103-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
218,A13103-V3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
219,A13104-N1_Stade_COMPLET_RC_1.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
220,A13104-N1_Stade_COMPLET_RC_2.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
221,A13106-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
222,A13106-N3_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG Fz, EEG C3, EEG C4, EEG Cz, EEG P3, EEG P4, EEG Pz, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6]",512.0
223,A14111-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
224,A14118-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
225,A14123-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
226,A14125-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
227,A14126-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
228,A14130-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG2, EMG EMG3, EMG EMG1, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
229,A14134-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
230,A14136-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
231,A14137-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
232,A16152-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
233,Z1301-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
234,Z1302-N1_Stade_COMPLET_RC.edf,20,"[EMG EMG1, EMG EMG2, EMG EMG3, EEG F3, EEG F4, EEG C3, EEG C4, EEG P3, EEG P4, EEG O1, EEG O2, EEG F7, EEG F8, EEG T3, EEG T4, EEG T5, EEG T6, EEG Fz, EEG Cz, EEG Pz]",512.0
